member,data_stage,temperature_c,protocol,protocol_role,cell_id,extension,size_bytes,size_human
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_discharge/59690.mat,Processed Data,40,C20_Discharge,low-rate discharge characterization,59690,.mat,1093164,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_discharge/59861.mat,Processed Data,40,C20_Discharge,low-rate discharge characterization,59861,.mat,1096044,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_discharge/60031.mat,Processed Data,40,C20_Discharge,low-rate discharge characterization,60031,.mat,1060654,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_discharge/60129.mat,Processed Data,40,C20_Discharge,low-rate discharge characterization,60129,.mat,1062166,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_discharge/60195.mat,Processed Data,40,C20_Discharge,low-rate discharge characterization,60195,.mat,1098255,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_discharge/60403.mat,Processed Data,40,C20_Discharge,low-rate discharge characterization,60403,.mat,1043033,1018.6 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_discharge/60644.mat,Processed Data,40,C20_Discharge,low-rate discharge characterization,60644,.mat,1092120,1.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/C20_discharge/60710.mat,Processed Data,40,C20_Discharge,low-rate discharge characterization,60710,.mat,1048302,1023.7 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_UDDS/59294.mat,Processed Data,40,DV_UDDS,variable-current drive-cycle discharge,59294,.mat,4140085,3.9 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_UDDS/59485.mat,Processed Data,40,DV_UDDS,variable-current drive-cycle discharge,59485,.mat,4145396,4.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_UDDS/59690.mat,Processed Data,40,DV_UDDS,variable-current drive-cycle discharge,59690,.mat,4154812,4.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_UDDS/59627.mat,Processed Data,40,DV_UDDS,variable-current drive-cycle discharge,59627,.mat,4078061,3.9 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_UDDS/60644.mat,Processed Data,40,DV_UDDS,variable-current drive-cycle discharge,60644,.mat,4134928,3.9 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_UDDS/60403.mat,Processed Data,40,DV_UDDS,variable-current drive-cycle discharge,60403,.mat,4112471,3.9 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_UDDS/60031.mat,Processed Data,40,DV_UDDS,variable-current drive-cycle discharge,60031,.mat,4089585,3.9 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_UDDS/59861.mat,Processed Data,40,DV_UDDS,variable-current drive-cycle discharge,59861,.mat,4147554,4.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_UDDS/60195.mat,Processed Data,40,DV_UDDS,variable-current drive-cycle discharge,60195,.mat,4136649,3.9 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_UDDS/60129.mat,Processed Data,40,DV_UDDS,variable-current drive-cycle discharge,60129,.mat,4076398,3.9 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_UDDS/60710.mat,Processed Data,40,DV_UDDS,variable-current drive-cycle discharge,60710,.mat,4085874,3.9 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_US06/59294.mat,Processed Data,40,DV_US06,variable-current drive-cycle discharge,59294,.mat,2122676,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_US06/59485.mat,Processed Data,40,DV_US06,variable-current drive-cycle discharge,59485,.mat,2126373,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_US06/60195.mat,Processed Data,40,DV_US06,variable-current drive-cycle discharge,60195,.mat,2144519,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_US06/59627.mat,Processed Data,40,DV_US06,variable-current drive-cycle discharge,59627,.mat,2091006,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_US06/60129.mat,Processed Data,40,DV_US06,variable-current drive-cycle discharge,60129,.mat,2128693,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_US06/59690.mat,Processed Data,40,DV_US06,variable-current drive-cycle discharge,59690,.mat,2132010,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_US06/60403.mat,Processed Data,40,DV_US06,variable-current drive-cycle discharge,60403,.mat,2073282,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_US06/60644.mat,Processed Data,40,DV_US06,variable-current drive-cycle discharge,60644,.mat,2144809,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_US06/59861.mat,Processed Data,40,DV_US06,variable-current drive-cycle discharge,59861,.mat,2141020,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_US06/60710.mat,Processed Data,40,DV_US06,variable-current drive-cycle discharge,60710,.mat,2094103,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_US06/60031.mat,Processed Data,40,DV_US06,variable-current drive-cycle discharge,60031,.mat,2113102,2.0 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_WLTP/59294.mat,Processed Data,40,DV_WLTP,variable-current drive-cycle discharge,59294,.mat,3801689,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_WLTP/59485.mat,Processed Data,40,DV_WLTP,variable-current drive-cycle discharge,59485,.mat,3803396,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_WLTP/60195.mat,Processed Data,40,DV_WLTP,variable-current drive-cycle discharge,60195,.mat,3797906,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_WLTP/60403.mat,Processed Data,40,DV_WLTP,variable-current drive-cycle discharge,60403,.mat,3772769,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_WLTP/60031.mat,Processed Data,40,DV_WLTP,variable-current drive-cycle discharge,60031,.mat,3759062,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_WLTP/60644.mat,Processed Data,40,DV_WLTP,variable-current drive-cycle discharge,60644,.mat,3794664,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_WLTP/59627.mat,Processed Data,40,DV_WLTP,variable-current drive-cycle discharge,59627,.mat,3745317,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_WLTP/59690.mat,Processed Data,40,DV_WLTP,variable-current drive-cycle discharge,59690,.mat,3808672,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_WLTP/60129.mat,Processed Data,40,DV_WLTP,variable-current drive-cycle discharge,60129,.mat,3745216,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_WLTP/59861.mat,Processed Data,40,DV_WLTP,variable-current drive-cycle discharge,59861,.mat,3797950,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/DV_WLTP/60710.mat,Processed Data,40,DV_WLTP,variable-current drive-cycle discharge,60710,.mat,3750220,3.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/EIS_test/59294.mat,Processed Data,40,EIS_test,measured impedance target,59294,.mat,4237,4.1 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/EIS_test/59485.mat,Processed Data,40,EIS_test,measured impedance target,59485,.mat,4240,4.1 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/EIS_test/60195.mat,Processed Data,40,EIS_test,measured impedance target,60195,.mat,4252,4.2 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/EIS_test/60031.mat,Processed Data,40,EIS_test,measured impedance target,60031,.mat,4235,4.1 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/EIS_test/59690.mat,Processed Data,40,EIS_test,measured impedance target,59690,.mat,4259,4.2 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/EIS_test/59627.mat,Processed Data,40,EIS_test,measured impedance target,59627,.mat,4272,4.2 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/EIS_test/60129.mat,Processed Data,40,EIS_test,measured impedance target,60129,.mat,4247,4.1 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/EIS_test/60403.mat,Processed Data,40,EIS_test,measured impedance target,60403,.mat,4251,4.2 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/EIS_test/59861.mat,Processed Data,40,EIS_test,measured impedance target,59861,.mat,4269,4.2 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/EIS_test/60644.mat,Processed Data,40,EIS_test,measured impedance target,60644,.mat,4260,4.2 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/EIS_test/60710.mat,Processed Data,40,EIS_test,measured impedance target,60710,.mat,4244,4.1 KB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_1C/59294.mat,Processed Data,40,HPPC_1C,RPT-like pulse characterization,59294,.mat,1607765,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_1C/59485.mat,Processed Data,40,HPPC_1C,RPT-like pulse characterization,59485,.mat,1635225,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_1C/59690.mat,Processed Data,40,HPPC_1C,RPT-like pulse characterization,59690,.mat,1627720,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_1C/60129.mat,Processed Data,40,HPPC_1C,RPT-like pulse characterization,60129,.mat,1576545,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_1C/59861.mat,Processed Data,40,HPPC_1C,RPT-like pulse characterization,59861,.mat,1613261,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_1C/59627.mat,Processed Data,40,HPPC_1C,RPT-like pulse characterization,59627,.mat,1577351,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_1C/60195.mat,Processed Data,40,HPPC_1C,RPT-like pulse characterization,60195,.mat,1615709,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_1C/60710.mat,Processed Data,40,HPPC_1C,RPT-like pulse characterization,60710,.mat,1574191,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_1C/60403.mat,Processed Data,40,HPPC_1C,RPT-like pulse characterization,60403,.mat,1594536,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_1C/60644.mat,Processed Data,40,HPPC_1C,RPT-like pulse characterization,60644,.mat,1607423,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_1C/60031.mat,Processed Data,40,HPPC_1C,RPT-like pulse characterization,60031,.mat,1577623,1.5 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_C3/59294.mat,Processed Data,40,HPPC_C3,RPT-like pulse characterization,59294,.mat,1706709,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_C3/59485.mat,Processed Data,40,HPPC_C3,RPT-like pulse characterization,59485,.mat,1735870,1.7 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_C3/59627.mat,Processed Data,40,HPPC_C3,RPT-like pulse characterization,59627,.mat,1667338,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_C3/59690.mat,Processed Data,40,HPPC_C3,RPT-like pulse characterization,59690,.mat,1728452,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_C3/59861.mat,Processed Data,40,HPPC_C3,RPT-like pulse characterization,59861,.mat,1705685,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_C3/60031.mat,Processed Data,40,HPPC_C3,RPT-like pulse characterization,60031,.mat,1672157,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_C3/60129.mat,Processed Data,40,HPPC_C3,RPT-like pulse characterization,60129,.mat,1669403,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_C3/60403.mat,Processed Data,40,HPPC_C3,RPT-like pulse characterization,60403,.mat,1684440,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_C3/60195.mat,Processed Data,40,HPPC_C3,RPT-like pulse characterization,60195,.mat,1709641,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_C3/60644.mat,Processed Data,40,HPPC_C3,RPT-like pulse characterization,60644,.mat,1698874,1.6 MB
A Dataset for Large Prismatic Lithium-Ion Battery Cells (CALB L148N58A) Comprehensive Characterization and Real-World Driving Cycles/CALB L148N58A testing campaign/Processed Data/Temperature_40C/HPPC_C3/60710.mat,Processed Data,40,HPPC_C3,RPT-like pulse characterization,60710,.mat,1661291,1.6 MB
